MYYYY_generation,price_per_sq_m,price_direction,date_of_data_generation,id,isExclusiveness,isNew,livingArea,price,num_rooms.x,zipCode,deposit_rate,lagged_CPI,volatility_value,City,num_rooms_categorical,nr_weeks
Jul-22,1908.554167,Stayed the same,24/07/2022,189222903,TRUE,FALSE,72.83,139000,4,38100,-0.5,5.84,22.3,Grenoble,medium,1
Jul-22,1566.407793,Stayed the same,24/07/2022,189222905,TRUE,FALSE,75.97,119000,3,38400,-0.5,5.84,22.3,Grenoble,small,1
Jul-22,2562.35053,Stayed the same,24/07/2022,185316191,TRUE,FALSE,87.81,225000,3,21200,-0.5,5.84,22.3,Dijon,small,1
Jul-22,2323.529412,Stayed the same,24/07/2022,187269103,FALSE,FALSE,34,79000,2,21000,-0.5,5.84,22.3,Dijon,medium,4
Jul-22,2369.411765,Stayed the same,24/07/2022,188685207,TRUE,FALSE,85,201400,4,21000,-0.5,5.84,22.3,Dijon,small,3
Jul-22,4888.888889,Decreased,24/07/2022,186671543,TRUE,FALSE,45,220000,2,21300,-0.5,5.84,22.3,Dijon,medium,4
Jul-22,2009.174312,Stayed the same,24/07/2022,187803309,FALSE,FALSE,109,219000,5,21000,-0.5,5.84,22.3,Dijon,medium,4
Jul-22,1648.148148,Stayed the same,24/07/2022,188382701,TRUE,FALSE,54,89000,2,21800,-0.5,5.84,22.3,Dijon,small,4
Jul-22,5724.789916,Stayed the same,24/07/2022,188919153,FALSE,FALSE,19.04,109000,1,21000,-0.5,5.84,22.3,Dijon,small,1
Jul-22,2569.892473,Stayed the same,24/07/2022,186665563,FALSE,FALSE,93,239000,4,30980,-0.5,5.84,22.3,Nimes,medium,2
Jul-22,1428.571429,Increased,24/07/2022,179373225,TRUE,TRUE,77,110000,4,30900,-0.5,5.84,22.3,Nimes,large,1
Jul-22,7877.309167,Stayed the same,24/07/2022,189071497,TRUE,FALSE,57.38,452000,2,30240,-0.5,5.84,22.3,Nimes,medium,1
Jul-22,1935.064935,Stayed the same,24/07/2022,188365919,TRUE,FALSE,77,149000,3,30000,-0.5,5.84,22.3,Nimes,medium,4
Jul-22,4166.666667,Stayed the same,24/07/2022,189230469,TRUE,FALSE,18,75000,1,30900,-0.5,5.84,22.3,Nimes,small,1
Jul-22,2121.212121,Stayed the same,24/07/2022,188323223,FALSE,FALSE,66,140000,3,30000,-0.5,5.84,22.3,Nimes,medium,3
Jul-22,777.7777778,Stayed the same,24/07/2022,187892187,TRUE,FALSE,90,70000,4,30160,-0.5,5.84,22.3,Nimes,small,5
Jul-22,2536.363636,Stayed the same,24/07/2022,188328257,FALSE,FALSE,55,139500,2,30000,-0.5,5.84,22.3,Nimes,small,2
Jul-22,2135.374698,Decreased,24/07/2022,186554327,TRUE,FALSE,74.46,159000,3,30900,-0.5,5.84,22.3,Nimes,small,1
Jul-22,2357.142857,Stayed the same,24/07/2022,188312759,TRUE,FALSE,56,132000,3,30000,-0.5,5.84,22.3,Nimes,medium,1
Jul-22,3360,Stayed the same,24/07/2022,187659587,FALSE,FALSE,25,84000,1,30000,-0.5,5.84,22.3,Nimes,medium,1
Jul-22,3000,Stayed the same,24/07/2022,188787913,FALSE,FALSE,46,138000,3,30000,-0.5,5.84,22.3,Nimes,small,2
Jul-22,4227.76007,Decreased,24/07/2022,186991545,FALSE,FALSE,34.51,145900,2,30240,-0.5,5.84,22.3,Nimes,small,3
Jul-22,3513.513514,Stayed the same,24/07/2022,186972385,TRUE,FALSE,74,260000,3,13090,-0.5,5.84,22.3,Aix-en-Provence,medium,3
Jul-22,3916.849015,Decreased,24/07/2022,187480721,TRUE,FALSE,45.7,179000,2,13710,-0.5,5.84,22.3,Aix-en-Provence,small,1
Jul-22,5067.567568,Decreased,24/07/2022,188503811,FALSE,FALSE,74,375000,3,13090,-0.5,5.84,22.3,Aix-en-Provence,small,2
Jul-22,3594.23566,Stayed the same,24/07/2022,188476831,TRUE,FALSE,70.78,254400,3,13500,-0.5,5.84,22.3,Aix-en-Provence,medium,2
Jul-22,2714.493456,Stayed the same,24/07/2022,185108867,FALSE,FALSE,61.89,168000,4,13009,-0.5,5.84,22.3,Aix-en-Provence,medium,5
Jul-22,4844.606947,Stayed the same,24/07/2022,186511071,FALSE,FALSE,54.7,265000,3,13090,-0.5,5.84,22.3,Aix-en-Provence,small,1
Jul-22,4208.155524,Decreased,24/07/2022,186405923,FALSE,FALSE,84.36,355000,4,13011,-0.5,5.84,22.3,Aix-en-Provence,medium,5
Jul-22,3775.365739,Increased,24/07/2022,185171861,FALSE,FALSE,84.76,320000,3,13002,-0.5,5.84,22.3,Aix-en-Provence,medium,2
Jul-22,5300,Stayed the same,24/07/2022,187255559,FALSE,FALSE,66,349800,3,13100,-0.5,5.84,22.3,Aix-en-Provence,small,4
Jul-22,4056.818182,Decreased,24/07/2022,182602339,FALSE,FALSE,88,357000,4,13100,-0.5,5.84,22.3,Aix-en-Provence,medium,3
Jul-22,5067.857756,Stayed the same,24/07/2022,187804923,FALSE,FALSE,58.21,295000,3,13090,-0.5,5.84,22.3,Aix-en-Provence,small,1
Jul-22,4600.886918,Stayed the same,24/07/2022,187980101,FALSE,FALSE,72.16,332000,3,13008,-0.5,5.84,22.3,Aix-en-Provence,large,3
Jul-22,5092.713502,Stayed the same,24/07/2022,188472341,TRUE,FALSE,76.58,390000,4,13008,-0.5,5.84,22.3,Aix-en-Provence,medium,2
Jul-22,6357.142857,Stayed the same,24/07/2022,188670577,TRUE,FALSE,70,445000,4,13260,-0.5,5.84,22.3,Aix-en-Provence,medium,2
Jul-22,5065.639269,Stayed the same,24/07/2022,188691455,FALSE,FALSE,70.08,355000,3,13600,-0.5,5.84,22.3,Aix-en-Provence,small,1
Jul-22,4137.254902,Stayed the same,24/07/2022,188688123,FALSE,FALSE,102,422000,5,13090,-0.5,5.84,22.3,Aix-en-Provence,small,1
Jul-22,6000,Stayed the same,24/07/2022,188873709,TRUE,FALSE,63,378000,3,78220,-0.5,5.84,22.3,Saint-Quentin-en-Yvelines,medium,2
Jul-22,3233.766234,Stayed the same,24/07/2022,188894279,TRUE,FALSE,77,249000,5,78160,-0.5,5.84,22.3,Saint-Quentin-en-Yvelines,medium,1
Jul-22,4252.427184,Stayed the same,24/07/2022,187943389,FALSE,FALSE,103,438000,5,78160,-0.5,5.84,22.3,Saint-Quentin-en-Yvelines,medium,3
Jul-22,5124.045802,Stayed the same,24/07/2022,188474781,TRUE,FALSE,104.8,537000,5,78300,-0.5,5.84,22.3,Saint-Quentin-en-Yvelines,small,3
Jul-22,3991.99099,Decreased,24/07/2022,183737299,TRUE,FALSE,79.91,319000,4,78300,-0.5,5.84,22.3,Saint-Quentin-en-Yvelines,medium,6
Jul-22,4076.086957,Stayed the same,24/07/2022,184960789,FALSE,FALSE,92,375000,5,78300,-0.5,5.84,22.3,Saint-Quentin-en-Yvelines,medium,5
Jul-22,3875.379939,Decreased,24/07/2022,186827709,TRUE,FALSE,65.8,255000,3,78300,-0.5,5.84,22.3,Saint-Quentin-en-Yvelines,medium,5
Jul-22,4733.283246,Decreased,24/07/2022,185058659,TRUE,FALSE,39.93,189000,1,78300,-0.5,5.84,22.3,Saint-Quentin-en-Yvelines,small,5
Jul-22,4913.988532,Decreased,24/07/2022,186560875,FALSE,FALSE,74.99,368500,4,78300,-0.5,5.84,22.3,Saint-Quentin-en-Yvelines,medium,1
Jul-22,4794.520548,Stayed the same,24/07/2022,188416655,FALSE,FALSE,73,350000,2,78300,-0.5,5.84,22.3,Saint-Quentin-en-Yvelines,medium,4
Jul-22,3725.274725,Decreased,24/07/2022,187768089,FALSE,FALSE,91,339000,4,78300,-0.5,5.84,22.3,Saint-Quentin-en-Yvelines,medium,5
Jul-22,3987.730061,Stayed the same,24/07/2022,188152505,TRUE,FALSE,81.5,325000,4,78955,-0.5,5.84,22.3,Saint-Quentin-en-Yvelines,medium,5
Jul-22,5733.333333,Stayed the same,24/07/2022,189185445,TRUE,FALSE,75,430000,3,78110,-0.5,5.84,22.3,Saint-Quentin-en-Yvelines,medium,1
Jul-22,4865.853659,Stayed the same,24/07/2022,188184149,FALSE,FALSE,82,399000,4,78300,-0.5,5.84,22.3,Saint-Quentin-en-Yvelines,medium,5
Jul-22,5042.735043,Stayed the same,24/07/2022,188771115,TRUE,FALSE,58.5,295000,3,78590,-0.5,5.84,22.3,Saint-Quentin-en-Yvelines,medium,1
Jul-22,4848.161961,Stayed the same,24/07/2022,188796685,FALSE,FALSE,75.08,364000,3,78300,-0.5,5.84,22.3,Saint-Quentin-en-Yvelines,medium,1
Jul-22,6641.791045,Stayed the same,24/07/2022,188521731,FALSE,FALSE,67,445000,3,78400,-0.5,5.84,22.3,Saint-Quentin-en-Yvelines,small,1
Jul-22,3944.444444,Stayed the same,24/07/2022,187595975,FALSE,FALSE,54,213000,3,78540,-0.5,5.84,22.3,Saint-Quentin-en-Yvelines,medium,2
Jul-22,7321.428571,Stayed the same,24/07/2022,189265545,TRUE,TRUE,28,205000,1,78110,-0.5,5.84,22.3,Saint-Quentin-en-Yvelines,small,1
Jul-22,2007.29927,Stayed the same,24/07/2022,189266171,TRUE,TRUE,76.72,154000,4,29200,-0.5,5.84,22.3,Brest,small,1
Jul-22,2541.176471,Stayed the same,24/07/2022,189072161,TRUE,FALSE,51,129600,2,29200,-0.5,5.84,22.3,Brest,medium,1
Jul-22,2600,Stayed the same,24/07/2022,189252011,TRUE,TRUE,35,91000,3,29750,-0.5,5.84,22.3,Brest,small,1
Jul-22,3310.810811,Stayed the same,24/07/2022,188444015,FALSE,FALSE,74,245000,3,29200,-0.5,5.84,22.3,Brest,medium,1
Jul-22,2132.653061,Decreased,24/07/2022,187723109,FALSE,FALSE,49,104500,2,29200,-0.5,5.84,22.3,Brest,medium,1
Jul-22,1661.532538,Stayed the same,24/07/2022,188621863,TRUE,FALSE,51.94,86300,2,29200,-0.5,5.84,22.3,Brest,medium,3
Jul-22,3777.245811,Stayed the same,24/07/2022,188621861,TRUE,FALSE,79.37,299800,4,29200,-0.5,5.84,22.3,Brest,medium,3
Jul-22,2476.5625,Stayed the same,24/07/2022,188616075,TRUE,FALSE,64,158500,4,29200,-0.5,5.84,22.3,Brest,medium,3
Jul-22,2571.929825,Stayed the same,24/07/2022,187124925,TRUE,FALSE,57,146600,3,29200,-0.5,5.84,22.3,Brest,medium,1
Jul-22,5361.979167,Decreased,24/07/2022,184760619,TRUE,FALSE,96,514750,4,29170,-0.5,5.84,22.3,Brest,small,3
Jul-22,1228.571429,Stayed the same,24/07/2022,181339123,TRUE,FALSE,70,86000,4,29000,-0.5,5.84,22.3,Brest,medium,5
Jul-22,2186.446209,Increased,24/07/2022,185106921,FALSE,FALSE,91.93,201000,5,29200,-0.5,5.84,22.3,Brest,medium,5
Jul-22,2489.197821,Stayed the same,24/07/2022,175862507,FALSE,FALSE,53.23,132500,3,29200,-0.5,5.84,22.3,Brest,medium,5
Jul-22,2534.782609,Stayed the same,24/07/2022,188263409,TRUE,FALSE,92,233200,5,29200,-0.5,5.84,22.3,Brest,small,4
Jul-22,2216.576691,Stayed the same,24/07/2022,189008859,TRUE,FALSE,31.49,69800,3,29100,-0.5,5.84,22.3,Brest,medium,2
Jul-22,3102.941176,Decreased,24/07/2022,185197557,TRUE,FALSE,68,211000,3,29200,-0.5,5.84,22.3,Brest,medium,1
Jul-22,1257.314219,Stayed the same,24/07/2022,188610319,FALSE,FALSE,68.36,85950,3,72100,-0.5,5.84,22.3,Le Mans,medium,3
Jul-22,2655.367232,Decreased,24/07/2022,185013887,TRUE,FALSE,8.85,23500,1,72000,-0.5,5.84,22.3,Le Mans,small,5
Jul-22,2468.427095,Decreased,24/07/2022,185013889,TRUE,FALSE,8.71,21500,1,72000,-0.5,5.84,22.3,Le Mans,medium,2
Jul-22,2156.862745,Decreased,24/07/2022,182266819,TRUE,FALSE,51,110000,2,72000,-0.5,5.84,22.3,Le Mans,small,3
Jul-22,967.032967,Stayed the same,24/07/2022,186757937,FALSE,FALSE,91,88000,5,72190,-0.5,5.84,22.3,Le Mans,small,1
Jul-22,3550,Stayed the same,24/07/2022,187034625,FALSE,FALSE,20,71000,1,80000,-0.5,5.84,22.3,Amiens,small,4
Jul-22,2766.990291,Decreased,24/07/2022,178470877,FALSE,FALSE,103,285000,4,80230,-0.5,5.84,22.3,Amiens,small,4
Jul-22,3358.208955,Decreased,24/07/2022,180604769,TRUE,FALSE,67,225000,3,80230,-0.5,5.84,22.3,Amiens,small,4
Jul-22,5209.501815,Stayed the same,24/07/2022,189183629,TRUE,FALSE,30.31,157900,1,80550,-0.5,5.84,22.3,Amiens,medium,1
Jul-22,2468.085106,Stayed the same,24/07/2022,189268761,FALSE,TRUE,47,116000,2,80000,-0.5,5.84,22.3,Amiens,medium,1
Jul-22,2962.264151,Stayed the same,24/07/2022,189087595,TRUE,FALSE,53,157000,2,80000,-0.5,5.84,22.3,Amiens,medium,1
Jul-22,2766.666667,Stayed the same,24/07/2022,188994123,FALSE,FALSE,30,83000,2,80350,-0.5,5.84,22.3,Amiens,medium,2
Jul-22,2800,Decreased,24/07/2022,181908693,TRUE,FALSE,40,112000,2,80000,-0.5,5.84,22.3,Amiens,small,3
Jul-22,2442.222222,Stayed the same,24/07/2022,182245887,FALSE,FALSE,45,109900,2,80080,-0.5,5.84,22.3,Amiens,medium,4
Jul-22,2090.909091,Decreased,24/07/2022,183756155,FALSE,FALSE,33,69000,3,80460,-0.5,5.84,22.3,Amiens,medium,1
Jul-22,1402.724564,Stayed the same,24/07/2022,181947165,FALSE,FALSE,46.98,65900,2,37100,-0.5,5.84,22.3,Tours,medium,3
Jul-22,3466.197183,Stayed the same,24/07/2022,185649091,FALSE,FALSE,71,246100,3,37100,-0.5,5.84,22.3,Tours,small,5
Jul-22,3382.978723,Stayed the same,24/07/2022,187915311,TRUE,FALSE,47,159000,2,37520,-0.5,5.84,22.3,Tours,small,1
Jul-22,1626.431232,Stayed the same,24/07/2022,188364243,TRUE,FALSE,72.49,117900,3,37000,-0.5,5.84,22.3,Tours,large,1
Jul-22,4124.469388,Stayed the same,24/07/2022,189212775,FALSE,FALSE,49,202099,2,37000,-0.5,5.84,22.3,Tours,medium,1
Jul-22,3523.076923,Stayed the same,24/07/2022,186139989,TRUE,FALSE,65,229000,3,37230,-0.5,5.84,22.3,Tours,medium,3
Jul-22,1917.751315,Stayed the same,24/07/2022,185935985,TRUE,FALSE,72.22,138500,4,37200,-0.5,5.84,22.3,Tours,medium,1
Jul-22,2304.832714,Stayed the same,24/07/2022,188114699,FALSE,FALSE,67.25,155000,3,87000,-0.5,5.84,22.3,Limoges,large,2
Jul-22,2064.034152,Stayed the same,24/07/2022,189142479,TRUE,FALSE,46.85,96700,2,87000,-0.5,5.84,22.3,Limoges,medium,1
Jul-22,1873.333333,Stayed the same,24/07/2022,189219071,TRUE,FALSE,75,140500,4,87000,-0.5,5.84,22.3,Limoges,small,1
Jul-22,1714,Stayed the same,24/07/2022,188844673,FALSE,FALSE,35,59990,1,87000,-0.5,5.84,22.3,Limoges,medium,1
Jul-22,2237.5,Stayed the same,24/07/2022,188754175,FALSE,FALSE,80,179000,3,87000,-0.5,5.84,22.3,Limoges,medium,1
Jul-22,2312.5,Stayed the same,24/07/2022,189211335,FALSE,FALSE,40,92500,2,87100,-0.5,5.84,22.3,Limoges,large,1
Jul-22,1330.708661,Stayed the same,24/07/2022,189001959,FALSE,FALSE,127,169000,5,87000,-0.5,5.84,22.3,Limoges,small,1
Jul-22,1420.634921,Decreased,24/07/2022,188747309,FALSE,FALSE,63,89500,3,87000,-0.5,5.84,22.3,Limoges,medium,2
Jul-22,1759.036145,Stayed the same,24/07/2022,188747307,FALSE,FALSE,83,146000,4,87170,-0.5,5.84,22.3,Limoges,large,2
Jul-22,1437.024793,Stayed the same,24/07/2022,184650709,FALSE,FALSE,121,173880,3,87000,-0.5,5.84,22.3,Limoges,medium,5
Jul-22,2161.796537,Stayed the same,24/07/2022,189208063,TRUE,FALSE,36.96,79900,2,87000,-0.5,5.84,22.3,Limoges,small,1
Jul-22,4639.175258,Stayed the same,24/07/2022,189031339,FALSE,FALSE,97,450000,3,87000,-0.5,5.84,22.3,Limoges,medium,1
Jul-22,2545.454545,Decreased,24/07/2022,182834481,FALSE,FALSE,66,168000,3,63400,-0.5,5.84,22.3,Clermont-Ferrand,medium,2
Jul-22,2368.421053,Stayed the same,24/07/2022,189236925,TRUE,TRUE,19,45000,1,63000,-0.5,5.84,22.3,Clermont-Ferrand,medium,1
Jul-22,3114.355231,Increased,24/07/2022,187878951,FALSE,FALSE,61.65,192000,3,63800,-0.5,5.84,22.3,Clermont-Ferrand,large,4
Jul-22,4846.274101,Stayed the same,24/07/2022,188318381,FALSE,FALSE,38.38,186000,2,63000,-0.5,5.84,22.3,Clermont-Ferrand,small,3
Jul-22,2812.5,Stayed the same,24/07/2022,188953905,FALSE,FALSE,80,225000,4,63000,-0.5,5.84,22.3,Clermont-Ferrand,medium,1
Jul-22,2424.782264,Stayed the same,24/07/2022,188391939,TRUE,FALSE,50.52,122500,2,63400,-0.5,5.84,22.3,Clermont-Ferrand,medium,2
Jul-22,9882.352941,Decreased,24/07/2022,185107009,TRUE,FALSE,17,168000,1,75018,-0.5,5.84,22.3,Paris,small,8
Jul-22,7676.923077,Decreased,24/07/2022,182984569,TRUE,FALSE,65,499000,3,75018,-0.5,5.84,22.3,Paris,small,8
Jul-22,8870.967742,Decreased,24/07/2022,186987023,TRUE,FALSE,31,275000,2,75018,-0.5,5.84,22.3,Paris,medium,8
Jul-22,9681.818182,Stayed the same,24/07/2022,188815729,FALSE,FALSE,66,639000,3,75018,-0.5,5.84,22.3,Paris,medium,6
Jul-22,2708.888889,Stayed the same,24/07/2022,189159345,FALSE,FALSE,90,243800,4,33110,-0.5,5.84,22.3,Bordeaux,medium,2
Jul-22,6422.222222,Stayed the same,24/07/2022,187159049,FALSE,FALSE,45,289000,2,75018,-0.5,5.84,22.3,Paris,small,9
Jul-22,10405.40541,Stayed the same,24/07/2022,187410141,FALSE,FALSE,37,385000,2,75012,-0.5,5.84,22.3,Paris,small,7
Jul-22,6650,Decreased,24/07/2022,186990203,TRUE,FALSE,60,399000,3,75018,-0.5,5.84,22.3,Paris,medium,6
Jul-22,3125,Stayed the same,24/07/2022,188956557,FALSE,FALSE,80,250000,4,33400,-0.5,5.84,22.3,Bordeaux,medium,1
Jul-22,4968.63487,Stayed the same,24/07/2022,188362731,FALSE,FALSE,100.43,499000,3,33000,-0.5,5.84,22.3,Bordeaux,medium,2
Jul-22,5812.897366,Stayed the same,24/07/2022,189163447,TRUE,FALSE,33.03,192000,2,75018,-0.5,5.84,22.3,Paris,medium,2
Jul-22,5997.2106,Stayed the same,24/07/2022,189187981,TRUE,FALSE,21.51,129000,1,75018,-0.5,5.84,22.3,Paris,small,2
Jul-22,1923.076923,Stayed the same,24/07/2022,188794751,FALSE,FALSE,91,175000,5,25000,-0.5,5.84,22.3,Besancon,medium,1
Jul-22,1346.153846,Stayed the same,24/07/2022,189315857,TRUE,TRUE,26,35000,1,25000,-0.5,5.84,22.3,Besancon,medium,1
Jul-22,2539.473684,Stayed the same,24/07/2022,189271937,TRUE,TRUE,76,193000,4,25000,-0.5,5.84,22.3,Besancon,small,1
Jul-22,833.3333333,Stayed the same,24/07/2022,187569069,FALSE,FALSE,66,55000,3,25310,-0.5,5.84,22.3,Besancon,medium,3
Jul-22,3380.158033,Stayed the same,24/07/2022,189284561,TRUE,TRUE,45.56,154000,2,25300,-0.5,5.84,22.3,Besancon,small,1
Jul-22,3697.973078,Stayed the same,24/07/2022,173781807,FALSE,FALSE,64.63,239000,3,25000,-0.5,5.84,22.3,Besancon,medium,4
Jul-22,3979.348689,Stayed the same,24/07/2022,188771379,TRUE,FALSE,62.95,250500,3,25300,-0.5,5.84,22.3,Besancon,medium,1
Jul-22,2653.061224,Stayed the same,24/07/2022,188471109,FALSE,FALSE,98,260000,4,25000,-0.5,5.84,22.3,Besancon,medium,1
Jul-22,1766.666667,Stayed the same,24/07/2022,188773095,FALSE,FALSE,69,121900,3,45770,-0.5,5.84,22.3,Orleans,small,1
Jul-22,3857.142857,Stayed the same,24/07/2022,186219305,FALSE,FALSE,70,270000,3,45000,-0.5,5.84,22.3,Orleans,small,1
Jul-22,2888.888889,Stayed the same,24/07/2022,187626731,FALSE,FALSE,27,78000,1,45800,-0.5,5.84,22.3,Orleans,small,1
Jul-22,2959.677419,Decreased,24/07/2022,187730571,FALSE,FALSE,62,183500,3,45590,-0.5,5.84,22.3,Orleans,small,1
Jul-22,1657.107993,Stayed the same,24/07/2022,189053373,FALSE,FALSE,81.95,135800,4,45100,-0.5,5.84,22.3,Orleans,medium,2
Jul-22,2282.051282,Stayed the same,24/07/2022,186561553,FALSE,FALSE,78,178000,3,45160,-0.5,5.84,22.3,Orleans,medium,1
Jul-22,3374.626228,Decreased,24/07/2022,188545071,TRUE,FALSE,23.41,79000,1,45160,-0.5,5.84,22.3,Orleans,medium,2
Jul-22,4460.127029,Stayed the same,24/07/2022,187984259,FALSE,FALSE,70.85,316000,2,45000,-0.5,5.84,22.3,Orleans,medium,4
Jul-22,1802.470676,Stayed the same,24/07/2022,188794723,FALSE,FALSE,80.14,144450,4,45650,-0.5,5.84,22.3,Orleans,medium,1
Jul-22,3566.666667,Stayed the same,24/07/2022,179047527,TRUE,FALSE,51,181900,3,45000,-0.5,5.84,22.3,Orleans,medium,1
Jul-22,848.3772319,Stayed the same,24/07/2022,188688001,FALSE,FALSE,101.37,86000,5,57600,-0.5,5.84,22.3,Metz,medium,3
Jul-22,3867.090043,Stayed the same,24/07/2022,187672119,FALSE,FALSE,88.18,341000,4,57070,-0.5,5.84,22.3,Metz,medium,5
Jul-22,2040.816327,Stayed the same,24/07/2022,188316887,FALSE,FALSE,98,200000,5,57070,-0.5,5.84,22.3,Metz,medium,4
Jul-22,3344,Decreased,24/07/2022,187836151,TRUE,TRUE,125,418000,5,57000,-0.5,5.84,22.3,Metz,medium,4
Jul-22,1746.987952,Stayed the same,24/07/2022,188285249,TRUE,FALSE,83,145000,4,57000,-0.5,5.84,22.3,Metz,medium,4
Jul-22,4921.875,Stayed the same,24/07/2022,187074389,TRUE,FALSE,64,315000,3,57330,-0.5,5.84,22.3,Metz,medium,5
Jul-22,2619.446773,Stayed the same,24/07/2022,187934149,TRUE,FALSE,95.44,250000,4,57245,-0.5,5.84,22.3,Metz,medium,4
Jul-22,3984.848485,Stayed the same,24/07/2022,188497919,TRUE,FALSE,66,263000,4,57180,-0.5,5.84,22.3,Metz,medium,1
Jul-22,2694.915254,Decreased,24/07/2022,187795267,TRUE,FALSE,59,159000,3,57000,-0.5,5.84,22.3,Metz,medium,2
Jul-22,2567.901235,Stayed the same,24/07/2022,188117185,FALSE,FALSE,81,208000,3,57155,-0.5,5.84,22.3,Metz,medium,1
Jul-22,1250,Stayed the same,24/07/2022,188114159,TRUE,FALSE,90,112500,4,57050,-0.5,5.84,22.3,Metz,medium,2
Jul-22,4051.546392,Stayed the same,24/07/2022,189163283,FALSE,FALSE,97,393000,5,57950,-0.5,5.84,22.3,Metz,medium,1
Jul-22,2082.474227,Stayed the same,24/07/2022,189051337,TRUE,FALSE,97,202000,5,57280,-0.5,5.84,22.3,Metz,medium,1
Jul-22,2210.843373,Stayed the same,24/07/2022,188024399,FALSE,FALSE,83,183500,4,76000,-0.5,5.84,22.3,Rouen,medium,6
Jul-22,3897.338403,Stayed the same,24/07/2022,189266671,FALSE,TRUE,21.04,82000,1,76000,-0.5,5.84,22.3,Rouen,medium,2
Jul-22,3432.20339,Stayed the same,24/07/2022,189161615,TRUE,FALSE,23.6,81000,1,76000,-0.5,5.84,22.3,Rouen,medium,1
Jul-22,2673.076923,Stayed the same,24/07/2022,188970863,TRUE,FALSE,52,139000,2,76000,-0.5,5.84,22.3,Rouen,medium,2
Jul-22,4028.021016,Decreased,24/07/2022,187723923,TRUE,FALSE,17.13,69000,1,76000,-0.5,5.84,22.3,Rouen,medium,2
Jul-22,3319.148936,Stayed the same,24/07/2022,189127971,TRUE,FALSE,47,156000,2,76000,-0.5,5.84,22.3,Rouen,small,1
Jul-22,5857.142857,Decreased,24/07/2022,184184511,TRUE,FALSE,14,82000,1,76000,-0.5,5.84,22.3,Rouen,medium,2
Jul-22,4192.857143,Increased,24/07/2022,173793055,FALSE,FALSE,70,293500,3,76000,-0.5,5.84,22.3,Rouen,medium,1
Jul-22,2706.382979,Stayed the same,24/07/2022,174847495,FALSE,FALSE,47,127200,2,76000,-0.5,5.84,22.3,Rouen,medium,1
Jul-22,2653.247941,Stayed the same,24/07/2022,168258703,FALSE,FALSE,98.37,261000,4,76000,-0.5,5.84,22.3,Rouen,small,1
Jul-22,4250,Stayed the same,24/07/2022,181606891,FALSE,FALSE,30,127500,2,76000,-0.5,5.84,22.3,Rouen,medium,2
Jul-22,2376.357057,Stayed the same,24/07/2022,182098779,TRUE,FALSE,82.9,197000,4,76000,-0.5,5.84,22.3,Rouen,medium,2
Jul-22,4707.692308,Stayed the same,24/07/2022,182253569,FALSE,FALSE,19.5,91800,1,76000,-0.5,5.84,22.3,Rouen,medium,2
Jul-22,3005.780347,Decreased,24/07/2022,183063323,FALSE,FALSE,34.6,104000,2,76000,-0.5,5.84,22.3,Rouen,medium,1
Jul-22,2361.711712,Decreased,24/07/2022,177905561,FALSE,FALSE,66.6,157290,4,76000,-0.5,5.84,22.3,Rouen,medium,1
Jul-22,3685.714286,Stayed the same,24/07/2022,179059337,FALSE,FALSE,35,129000,2,76000,-0.5,5.84,22.3,Rouen,medium,1
Jul-22,2456.797583,Decreased,24/07/2022,177856861,FALSE,FALSE,66.2,162640,3,76000,-0.5,5.84,22.3,Rouen,medium,1
Jul-22,2953.125,Stayed the same,24/07/2022,179527527,FALSE,FALSE,128,378000,5,76000,-0.5,5.84,22.3,Rouen,medium,1
Jul-22,2040.816327,Stayed the same,24/07/2022,189043049,TRUE,FALSE,98,200000,4,68000,-0.5,5.84,22.3,Mulhouse,medium,1
Jul-22,3975,Stayed the same,24/07/2022,183061203,FALSE,FALSE,40,159000,2,68000,-0.5,5.84,22.3,Mulhouse,medium,3
Jul-22,3166.345536,Stayed the same,24/07/2022,185887553,FALSE,FALSE,31.14,98600,1,68100,-0.5,5.84,22.3,Mulhouse,small,1
Jul-22,3952.759701,Stayed the same,24/07/2022,185887555,FALSE,FALSE,41.49,164000,2,68100,-0.5,5.84,22.3,Mulhouse,medium,1
Jul-22,4037.117378,Stayed the same,24/07/2022,185887567,FALSE,FALSE,82.98,335000,4,68100,-0.5,5.84,22.3,Mulhouse,large,1
Jul-22,3449.357165,Stayed the same,24/07/2022,185887563,FALSE,FALSE,63.78,220000,3,68100,-0.5,5.84,22.3,Mulhouse,large,1
Jul-22,5500,Stayed the same,24/07/2022,185133225,FALSE,FALSE,24,132000,1,68300,-0.5,5.84,22.3,Mulhouse,medium,3
Jul-22,3770.27027,Stayed the same,24/07/2022,183061199,FALSE,FALSE,74,279000,4,68000,-0.5,5.84,22.3,Mulhouse,small,3
Jul-22,6038.461538,Stayed the same,24/07/2022,187768483,TRUE,FALSE,39,235500,2,66660,-0.5,5.84,22.3,Perpignan,medium,1
Jul-22,2758.62069,Stayed the same,24/07/2022,188690183,FALSE,FALSE,58,160000,4,66700,-0.5,5.84,22.3,Perpignan,small,1
Jul-22,2476.851852,Stayed the same,24/07/2022,187928271,TRUE,FALSE,108,267500,3,66160,-0.5,5.84,22.3,Perpignan,medium,1
Jul-22,2411.290323,Decreased,24/07/2022,182425351,FALSE,FALSE,62,149500,2,66700,-0.5,5.84,22.3,Perpignan,small,5
